wall_id,materials,total_thickness,total_r_value,total_u_value,total_embodied_carbon,heat_transfer,total_cost
1220,"[{'material': 'Timber', 'thickness': np.float64(0.033), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.183), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Mineral wool (unbonded)', 'thickness': np.float64(0.022), 'density': np.float64(73.5), 'conductivity': np.float64(0.03), 'u_value': np.float64(1.364), 'embodied_carbon_coefficient': np.float64(0.5), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b9b7ba'}, {'material': 'Solid burnt clay brick', 'thickness': np.float64(0.012), 'density': np.float64(1920.0), 'conductivity': np.float64(0.98), 'u_value': np.float64(83.333), 'embodied_carbon_coefficient': np.float64(0.012), 'cost': np.float64(22.31), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b4b2b3'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.01), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(50.0), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.077,1.223,136.88,15.615,8.177,67.24
1221,"[{'material': 'Cement plaster', 'thickness': np.float64(0.012), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(58.824), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.097), 'density': np.float64(150.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.443), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Plywood', 'thickness': np.float64(0.012), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(14.493), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.121,2.342,73.76,36.278,4.27,46.47
1222,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.072), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(10.989), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.06), 'density': np.float64(24.0), 'conductivity': np.float64(0.036), 'u_value': np.float64(0.6), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Timber', 'thickness': np.float64(0.023), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.135), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.155,2.077,14.724,152.424,4.815,81.37
1223,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.074), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(10.638), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Foam glass', 'thickness': np.float64(0.118), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(0.475), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Cement plaster', 'thickness': np.float64(0.013), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(55.556), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.205,2.219,66.669,180.321,4.507,137.65
1224,"[{'material': 'Cement plaster', 'thickness': np.float64(0.011), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(66.667), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Foam glass', 'thickness': np.float64(0.134), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(0.418), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Cement plaster', 'thickness': np.float64(0.011), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(66.667), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.156,2.423,133.752,45.865,4.127,93.73
1225,"[{'material': 'Timber', 'thickness': np.float64(0.028), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.571), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.03), 'density': np.float64(48.0), 'conductivity': np.float64(0.042), 'u_value': np.float64(1.401), 'embodied_carbon_coefficient': np.float64(4.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Plywood', 'thickness': np.float64(0.003), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(58.824), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.061,1.12,62.796,17.357,8.929,46.21
1226,"[{'material': 'Cement plaster', 'thickness': np.float64(0.013), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(55.556), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.026), 'density': np.float64(150.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(1.653), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Reinforced concrete cement (RCC)', 'thickness': np.float64(0.213), 'density': np.float64(2288.0), 'conductivity': np.float64(1.58), 'u_value': np.float64(7.407), 'embodied_carbon_coefficient': np.float64(0.159), 'cost': np.float64(49.36), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#9b866f'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.015), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(34.483), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.267,0.787,99.099,100.701,12.706,83.31
1227,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.034), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(23.256), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Foam glass', 'thickness': np.float64(0.089), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(0.629), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.012), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(43.478), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.135,1.655,67.363,85.536,6.042,133.89
1228,"[{'material': 'Plywood', 'thickness': np.float64(0.009), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(19.231), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Soft board', 'thickness': np.float64(0.026), 'density': np.float64(249.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(1.808), 'embodied_carbon_coefficient': np.float64(0.5), 'cost': np.float64(20.5), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#b2afb0'}, {'material': 'Reinforced concrete cement (RCC)', 'thickness': np.float64(0.251), 'density': np.float64(2288.0), 'conductivity': np.float64(1.58), 'u_value': np.float64(6.289), 'embodied_carbon_coefficient': np.float64(0.159), 'cost': np.float64(49.36), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#9b866f'}, {'material': 'Cement plaster', 'thickness': np.float64(0.012), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(58.824), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.298,0.781,86.152,113.63,12.804,100.08
1229,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.092), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(8.547), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.085), 'density': np.float64(24.0), 'conductivity': np.float64(0.036), 'u_value': np.float64(0.424), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.014), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(37.037), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.191,2.505,46.008,189.182,3.992,66.63
1230,"[{'material': 'Plywood', 'thickness': np.float64(0.022), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(7.937), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Cork slab', 'thickness': np.float64(0.037), 'density': np.float64(192.0), 'conductivity': np.float64(0.044), 'u_value': np.float64(1.189), 'embodied_carbon_coefficient': np.float64(0.2), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Solid concrete block 25/50', 'thickness': np.float64(0.15), 'density': np.float64(2427.0), 'conductivity': np.float64(1.396), 'u_value': np.float64(9.346), 'embodied_carbon_coefficient': np.float64(0.073), 'cost': np.float64(16.49), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#c0a6ab'}, {'material': 'Plywood', 'thickness': np.float64(0.019), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(9.174), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.228,1.183,27.646,54.237,8.453,77.33
1231,"[{'material': 'Plywood', 'thickness': np.float64(0.022), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(7.937), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Glass Wool (unbonded)', 'thickness': np.float64(0.04), 'density': np.float64(69.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(1.075), 'embodied_carbon_coefficient': np.float64(1.35), 'cost': np.float64(5.78), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#707372'}, {'material': 'Cement plaster', 'thickness': np.float64(0.014), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(52.632), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.076,1.075,61.644,33.347,9.302,36.0
1232,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.082), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(9.615), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.093), 'density': np.float64(150.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.462), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.012), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(43.478), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.187,2.29,53.555,181.299,4.367,77.87
1233,"[{'material': 'Cement plaster', 'thickness': np.float64(0.011), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(66.667), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.034), 'density': np.float64(92.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(1.383), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Solid concrete block 25/50', 'thickness': np.float64(0.15), 'density': np.float64(2427.0), 'conductivity': np.float64(1.396), 'u_value': np.float64(9.346), 'embodied_carbon_coefficient': np.float64(0.073), 'cost': np.float64(16.49), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#c0a6ab'}, {'material': 'Timber', 'thickness': np.float64(0.023), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.135), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.218,1.164,80.531,50.02,8.591,65.18
1234,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.013), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(40.0), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Straw board', 'thickness': np.float64(0.05), 'density': np.float64(310.0), 'conductivity': np.float64(0.057), 'u_value': np.float64(1.14), 'embodied_carbon_coefficient': np.float64(0.1), 'cost': np.float64(10.5), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#aeabad'}, {'material': 'Cement plaster', 'thickness': np.float64(0.012), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(58.824), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.075,0.919,99.964,18.933,10.881,28.2
1235,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.012), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(43.478), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Glass Wool (unbonded)', 'thickness': np.float64(0.055), 'density': np.float64(69.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.782), 'embodied_carbon_coefficient': np.float64(1.35), 'cost': np.float64(5.78), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#707372'}, {'material': 'Plywood', 'thickness': np.float64(0.018), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(9.709), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.085,1.405,53.969,20.393,7.117,32.24
1236,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.048), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(16.393), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.088), 'density': np.float64(24.0), 'conductivity': np.float64(0.036), 'u_value': np.float64(0.409), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Timber', 'thickness': np.float64(0.025), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.882), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.161,2.852,19.684,106.109,3.506,81.37
